"","x","Asset","Prob","age","xx","variable","value"
"1038",0.27,"Turbine, Runner","rn_IR_Mean_Impact_Cost",27,0.27,"IR_Mechanical Problem_rn_mean",4467.57423578047
"1039",0.28,"Turbine, Runner","rn_IR_Mean_Impact_Cost",28,0.28,"IR_Mechanical Problem_rn_mean",5046.6684849269
"1040",0.29,"Turbine, Runner","rn_IR_Mean_Impact_Cost",29,0.29,"IR_Mechanical Problem_rn_mean",5696.7561427633
"1041",0.3,"Turbine, Runner","rn_IR_Mean_Impact_Cost",30,0.3,"IR_Mechanical Problem_rn_mean",6843.63443068061
"1042",0.31,"Turbine, Runner","rn_IR_Mean_Impact_Cost",31,0.31,"IR_Mechanical Problem_rn_mean",7823.86360530544
"1043",0.32,"Turbine, Runner","rn_IR_Mean_Impact_Cost",32,0.32,"IR_Mechanical Problem_rn_mean",8917.90475007243
"1044",0.33,"Turbine, Runner","rn_IR_Mean_Impact_Cost",33,0.33,"IR_Mechanical Problem_rn_mean",10693.0286358996
"1045",0.34,"Turbine, Runner","rn_IR_Mean_Impact_Cost",34,0.34,"IR_Mechanical Problem_rn_mean",12056.4155555145
"1046",0.35,"Turbine, Runner","rn_IR_Mean_Impact_Cost",35,0.35,"IR_Mechanical Problem_rn_mean",13325.7840192018
"1047",0.36,"Turbine, Runner","rn_IR_Mean_Impact_Cost",36,0.36,"IR_Mechanical Problem_rn_mean",14454.1068586325
"1048",0.37,"Turbine, Runner","rn_IR_Mean_Impact_Cost",37,0.37,"IR_Mechanical Problem_rn_mean",16872.0619988379
"1049",0.38,"Turbine, Runner","rn_IR_Mean_Impact_Cost",38,0.38,"IR_Mechanical Problem_rn_mean",19129.1497209857
"1050",0.39,"Turbine, Runner","rn_IR_Mean_Impact_Cost",39,0.39,"IR_Mechanical Problem_rn_mean",21095.3330887845
"1051",0.4,"Turbine, Runner","rn_IR_Mean_Impact_Cost",40,0.4,"IR_Mechanical Problem_rn_mean",22719.7258817225
"1052",0.41,"Turbine, Runner","rn_IR_Mean_Impact_Cost",41,0.41,"IR_Mechanical Problem_rn_mean",25413.1781396554
"1053",0.42,"Turbine, Runner","rn_IR_Mean_Impact_Cost",42,0.42,"IR_Mechanical Problem_rn_mean",28533.7822781406
"1054",0.43,"Turbine, Runner","rn_IR_Mean_Impact_Cost",43,0.43,"IR_Mechanical Problem_rn_mean",34285.0753414273
"1055",0.44,"Turbine, Runner","rn_IR_Mean_Impact_Cost",44,0.44,"IR_Mechanical Problem_rn_mean",37166.1759728323
"1056",0.45,"Turbine, Runner","rn_IR_Mean_Impact_Cost",45,0.45,"IR_Mechanical Problem_rn_mean",43546.1149651836
"1057",0.46,"Turbine, Runner","rn_IR_Mean_Impact_Cost",46,0.46,"IR_Mechanical Problem_rn_mean",47189.7123594629
"1058",0.47,"Turbine, Runner","rn_IR_Mean_Impact_Cost",47,0.47,"IR_Mechanical Problem_rn_mean",56783.7685748964
"1059",0.48,"Turbine, Runner","rn_IR_Mean_Impact_Cost",48,0.48,"IR_Mechanical Problem_rn_mean",62121.5588986019
"1060",0.49,"Turbine, Runner","rn_IR_Mean_Impact_Cost",49,0.49,"IR_Mechanical Problem_rn_mean",71343.3184222697
"1061",0.5,"Turbine, Runner","rn_IR_Mean_Impact_Cost",50,0.5,"IR_Mechanical Problem_rn_mean",82846.6012159975
"1062",0.51,"Turbine, Runner","rn_IR_Mean_Impact_Cost",51,0.51,"IR_Mechanical Problem_rn_mean",88059.2313389014
"1063",0.52,"Turbine, Runner","rn_IR_Mean_Impact_Cost",52,0.52,"IR_Mechanical Problem_rn_mean",107181.102901437
"1064",0.53,"Turbine, Runner","rn_IR_Mean_Impact_Cost",53,0.53,"IR_Mechanical Problem_rn_mean",117245.144795616
"1065",0.54,"Turbine, Runner","rn_IR_Mean_Impact_Cost",54,0.54,"IR_Mechanical Problem_rn_mean",131692.870179606
"1066",0.55,"Turbine, Runner","rn_IR_Mean_Impact_Cost",55,0.55,"IR_Mechanical Problem_rn_mean",158078.687333294
"1067",0.56,"Turbine, Runner","rn_IR_Mean_Impact_Cost",56,0.56,"IR_Mechanical Problem_rn_mean",166854.081048114
"1068",0.57,"Turbine, Runner","rn_IR_Mean_Impact_Cost",57,0.57,"IR_Mechanical Problem_rn_mean",182964.200621699
"1069",0.58,"Turbine, Runner","rn_IR_Mean_Impact_Cost",58,0.58,"IR_Mechanical Problem_rn_mean",205257.79737383
"1070",0.59,"Turbine, Runner","rn_IR_Mean_Impact_Cost",59,0.59,"IR_Mechanical Problem_rn_mean",291050.810463795
"1071",0.6,"Turbine, Runner","rn_IR_Mean_Impact_Cost",60,0.6,"IR_Mechanical Problem_rn_mean",309958.447891333
"1072",0.61,"Turbine, Runner","rn_IR_Mean_Impact_Cost",61,0.61,"IR_Mechanical Problem_rn_mean",332997.462598223
"1073",0.62,"Turbine, Runner","rn_IR_Mean_Impact_Cost",62,0.62,"IR_Mechanical Problem_rn_mean",348849.097192666
"1074",0.63,"Turbine, Runner","rn_IR_Mean_Impact_Cost",63,0.63,"IR_Mechanical Problem_rn_mean",367334.223107804
"1075",0.64,"Turbine, Runner","rn_IR_Mean_Impact_Cost",64,0.64,"IR_Mechanical Problem_rn_mean",384343.324439151
"1076",0.65,"Turbine, Runner","rn_IR_Mean_Impact_Cost",65,0.65,"IR_Mechanical Problem_rn_mean",417984.095516608
"1077",0.66,"Turbine, Runner","rn_IR_Mean_Impact_Cost",66,0.66,"IR_Mechanical Problem_rn_mean",474076.068410951
"1078",0.67,"Turbine, Runner","rn_IR_Mean_Impact_Cost",67,0.67,"IR_Mechanical Problem_rn_mean",540075.979238821
"1079",0.68,"Turbine, Runner","rn_IR_Mean_Impact_Cost",68,0.68,"IR_Mechanical Problem_rn_mean",626288.818751456
"1080",0.69,"Turbine, Runner","rn_IR_Mean_Impact_Cost",69,0.69,"IR_Mechanical Problem_rn_mean",660042.956010522
"1081",0.7,"Turbine, Runner","rn_IR_Mean_Impact_Cost",70,0.7,"IR_Mechanical Problem_rn_mean",751359.179593008
"1082",0.71,"Turbine, Runner","rn_IR_Mean_Impact_Cost",71,0.71,"IR_Mechanical Problem_rn_mean",861934.671321987
"1083",0.72,"Turbine, Runner","rn_IR_Mean_Impact_Cost",72,0.72,"IR_Mechanical Problem_rn_mean",898202.426587754
"1084",0.73,"Turbine, Runner","rn_IR_Mean_Impact_Cost",73,0.73,"IR_Mechanical Problem_rn_mean",929480.388700618
"1085",0.74,"Turbine, Runner","rn_IR_Mean_Impact_Cost",74,0.74,"IR_Mechanical Problem_rn_mean",1015471.71275791
"1086",0.75,"Turbine, Runner","rn_IR_Mean_Impact_Cost",75,0.75,"IR_Mechanical Problem_rn_mean",1077968.57762153
"1087",0.76,"Turbine, Runner","rn_IR_Mean_Impact_Cost",76,0.76,"IR_Mechanical Problem_rn_mean",1234493.33479795
"1088",0.77,"Turbine, Runner","rn_IR_Mean_Impact_Cost",77,0.77,"IR_Mechanical Problem_rn_mean",1277300.32466821
"1089",0.78,"Turbine, Runner","rn_IR_Mean_Impact_Cost",78,0.78,"IR_Mechanical Problem_rn_mean",1334323.26198075
"1090",0.79,"Turbine, Runner","rn_IR_Mean_Impact_Cost",79,0.79,"IR_Mechanical Problem_rn_mean",1485554.14680369
"1091",0.8,"Turbine, Runner","rn_IR_Mean_Impact_Cost",80,0.8,"IR_Mechanical Problem_rn_mean",1643554.83683933
"1092",0.81,"Turbine, Runner","rn_IR_Mean_Impact_Cost",81,0.81,"IR_Mechanical Problem_rn_mean",1744010.27408341
"1093",0.82,"Turbine, Runner","rn_IR_Mean_Impact_Cost",82,0.82,"IR_Mechanical Problem_rn_mean",2052777.81075533
"1094",0.83,"Turbine, Runner","rn_IR_Mean_Impact_Cost",83,0.83,"IR_Mechanical Problem_rn_mean",2541296.04637951
"1095",0.84,"Turbine, Runner","rn_IR_Mean_Impact_Cost",84,0.84,"IR_Mechanical Problem_rn_mean",2740653.37094876
"1096",0.85,"Turbine, Runner","rn_IR_Mean_Impact_Cost",85,0.85,"IR_Mechanical Problem_rn_mean",3089876.63219634
"1097",0.86,"Turbine, Runner","rn_IR_Mean_Impact_Cost",86,0.86,"IR_Mechanical Problem_rn_mean",3220150.91496261
"1098",0.87,"Turbine, Runner","rn_IR_Mean_Impact_Cost",87,0.87,"IR_Mechanical Problem_rn_mean",3575694.48090352
"1099",0.88,"Turbine, Runner","rn_IR_Mean_Impact_Cost",88,0.88,"IR_Mechanical Problem_rn_mean",3734535.96500535
"1100",0.89,"Turbine, Runner","rn_IR_Mean_Impact_Cost",89,0.89,"IR_Mechanical Problem_rn_mean",3859670.48772091
"1101",0.9,"Turbine, Runner","rn_IR_Mean_Impact_Cost",90,0.9,"IR_Mechanical Problem_rn_mean",3977066.29692963
"1102",0.91,"Turbine, Runner","rn_IR_Mean_Impact_Cost",91,0.91,"IR_Mechanical Problem_rn_mean",4110157.0234493
"1103",0.92,"Turbine, Runner","rn_IR_Mean_Impact_Cost",92,0.92,"IR_Mechanical Problem_rn_mean",4353278.43399511
"1104",0.93,"Turbine, Runner","rn_IR_Mean_Impact_Cost",93,0.93,"IR_Mechanical Problem_rn_mean",4463225.29623751
"1105",0.94,"Turbine, Runner","rn_IR_Mean_Impact_Cost",94,0.94,"IR_Mechanical Problem_rn_mean",5006600.42180522
"1106",0.95,"Turbine, Runner","rn_IR_Mean_Impact_Cost",95,0.95,"IR_Mechanical Problem_rn_mean",5347184.78660159
"1107",0.96,"Turbine, Runner","rn_IR_Mean_Impact_Cost",96,0.96,"IR_Mechanical Problem_rn_mean",5563100.13097097
"1108",0.97,"Turbine, Runner","rn_IR_Mean_Impact_Cost",97,0.97,"IR_Mechanical Problem_rn_mean",5783673.41226508
"1109",0.98,"Turbine, Runner","rn_IR_Mean_Impact_Cost",98,0.98,"IR_Mechanical Problem_rn_mean",6268337.75919751
"1110",0.99,"Turbine, Runner","rn_IR_Mean_Impact_Cost",99,0.99,"IR_Mechanical Problem_rn_mean",8988860.31682404
"1111",1,"Turbine, Runner","rn_IR_Mean_Impact_Cost",100,1,"IR_Mechanical Problem_rn_mean",11365152.3364117
"1112",0,"Turbine, Runner","rn_IR_Mean_Impact_Cost",0,0,"IR_Oil Leaks_rn_mean",0.00728249453126502
"1113",0.01,"Turbine, Runner","rn_IR_Mean_Impact_Cost",1,0.01,"IR_Oil Leaks_rn_mean",0.0680798311454981
"1114",0.02,"Turbine, Runner","rn_IR_Mean_Impact_Cost",2,0.02,"IR_Oil Leaks_rn_mean",0.476526325633302
"1115",0.03,"Turbine, Runner","rn_IR_Mean_Impact_Cost",3,0.03,"IR_Oil Leaks_rn_mean",1.42184631195414
"1116",0.04,"Turbine, Runner","rn_IR_Mean_Impact_Cost",4,0.04,"IR_Oil Leaks_rn_mean",2.84179724423271
"1117",0.05,"Turbine, Runner","rn_IR_Mean_Impact_Cost",5,0.05,"IR_Oil Leaks_rn_mean",7.11342863001963
"1118",0.06,"Turbine, Runner","rn_IR_Mean_Impact_Cost",6,0.06,"IR_Oil Leaks_rn_mean",12.8168881693736
"1119",0.07,"Turbine, Runner","rn_IR_Mean_Impact_Cost",7,0.07,"IR_Oil Leaks_rn_mean",20.0007372201766
"1120",0.08,"Turbine, Runner","rn_IR_Mean_Impact_Cost",8,0.08,"IR_Oil Leaks_rn_mean",38.7901056805254
"1121",0.09,"Turbine, Runner","rn_IR_Mean_Impact_Cost",9,0.09,"IR_Oil Leaks_rn_mean",55.1770325841969
"1122",0.1,"Turbine, Runner","rn_IR_Mean_Impact_Cost",10,0.1,"IR_Oil Leaks_rn_mean",113.217546857571
"1123",0.11,"Turbine, Runner","rn_IR_Mean_Impact_Cost",11,0.11,"IR_Oil Leaks_rn_mean",158.599162342165
"1124",0.12,"Turbine, Runner","rn_IR_Mean_Impact_Cost",12,0.12,"IR_Oil Leaks_rn_mean",248.066887489262
"1125",0.13,"Turbine, Runner","rn_IR_Mean_Impact_Cost",13,0.13,"IR_Oil Leaks_rn_mean",325.074121111111
"1126",0.14,"Turbine, Runner","rn_IR_Mean_Impact_Cost",14,0.14,"IR_Oil Leaks_rn_mean",442.055501722391
"1127",0.15,"Turbine, Runner","rn_IR_Mean_Impact_Cost",15,0.15,"IR_Oil Leaks_rn_mean",722.509235966362
"1128",0.16,"Turbine, Runner","rn_IR_Mean_Impact_Cost",16,0.16,"IR_Oil Leaks_rn_mean",929.868569178724
"1129",0.17,"Turbine, Runner","rn_IR_Mean_Impact_Cost",17,0.17,"IR_Oil Leaks_rn_mean",1193.31780304366
"1130",0.18,"Turbine, Runner","rn_IR_Mean_Impact_Cost",18,0.18,"IR_Oil Leaks_rn_mean",1521.51226029408
"1131",0.19,"Turbine, Runner","rn_IR_Mean_Impact_Cost",19,0.19,"IR_Oil Leaks_rn_mean",1839.6461007016
"1132",0.2,"Turbine, Runner","rn_IR_Mean_Impact_Cost",20,0.2,"IR_Oil Leaks_rn_mean",2284.67139724086
"1133",0.21,"Turbine, Runner","rn_IR_Mean_Impact_Cost",21,0.21,"IR_Oil Leaks_rn_mean",3059.01484712344
"1134",0.22,"Turbine, Runner","rn_IR_Mean_Impact_Cost",22,0.22,"IR_Oil Leaks_rn_mean",4673.28873052574
"1135",0.23,"Turbine, Runner","rn_IR_Mean_Impact_Cost",23,0.23,"IR_Oil Leaks_rn_mean",5966.9907153825
"1136",0.24,"Turbine, Runner","rn_IR_Mean_Impact_Cost",24,0.24,"IR_Oil Leaks_rn_mean",7254.59794591756
"1137",0.25,"Turbine, Runner","rn_IR_Mean_Impact_Cost",25,0.25,"IR_Oil Leaks_rn_mean",8630.32563978009
"1138",0.26,"Turbine, Runner","rn_IR_Mean_Impact_Cost",26,0.26,"IR_Oil Leaks_rn_mean",9700.95537017163
"1139",0.27,"Turbine, Runner","rn_IR_Mean_Impact_Cost",27,0.27,"IR_Oil Leaks_rn_mean",11733.4723907843
"1140",0.28,"Turbine, Runner","rn_IR_Mean_Impact_Cost",28,0.28,"IR_Oil Leaks_rn_mean",13838.8231841157
"1141",0.29,"Turbine, Runner","rn_IR_Mean_Impact_Cost",29,0.29,"IR_Oil Leaks_rn_mean",17289.3243730466
"1142",0.3,"Turbine, Runner","rn_IR_Mean_Impact_Cost",30,0.3,"IR_Oil Leaks_rn_mean",20083.2747430286
"1143",0.31,"Turbine, Runner","rn_IR_Mean_Impact_Cost",31,0.31,"IR_Oil Leaks_rn_mean",23464.9511321559
"1144",0.32,"Turbine, Runner","rn_IR_Mean_Impact_Cost",32,0.32,"IR_Oil Leaks_rn_mean",28882.7049719681
"1145",0.33,"Turbine, Runner","rn_IR_Mean_Impact_Cost",33,0.33,"IR_Oil Leaks_rn_mean",35675.3196086874
"1146",0.34,"Turbine, Runner","rn_IR_Mean_Impact_Cost",34,0.34,"IR_Oil Leaks_rn_mean",46116.2386400823
"1147",0.35,"Turbine, Runner","rn_IR_Mean_Impact_Cost",35,0.35,"IR_Oil Leaks_rn_mean",52668.6045258954
"1148",0.36,"Turbine, Runner","rn_IR_Mean_Impact_Cost",36,0.36,"IR_Oil Leaks_rn_mean",72338.4334238801
"1149",0.37,"Turbine, Runner","rn_IR_Mean_Impact_Cost",37,0.37,"IR_Oil Leaks_rn_mean",84470.8059055022
"1150",0.38,"Turbine, Runner","rn_IR_Mean_Impact_Cost",38,0.38,"IR_Oil Leaks_rn_mean",117367.73298415
"1151",0.39,"Turbine, Runner","rn_IR_Mean_Impact_Cost",39,0.39,"IR_Oil Leaks_rn_mean",136899.038467307
"1152",0.4,"Turbine, Runner","rn_IR_Mean_Impact_Cost",40,0.4,"IR_Oil Leaks_rn_mean",150361.483674049
"1153",0.41,"Turbine, Runner","rn_IR_Mean_Impact_Cost",41,0.41,"IR_Oil Leaks_rn_mean",162994.573505805
"1154",0.42,"Turbine, Runner","rn_IR_Mean_Impact_Cost",42,0.42,"IR_Oil Leaks_rn_mean",191004.208807389
"1155",0.43,"Turbine, Runner","rn_IR_Mean_Impact_Cost",43,0.43,"IR_Oil Leaks_rn_mean",212821.023972952
"1156",0.44,"Turbine, Runner","rn_IR_Mean_Impact_Cost",44,0.44,"IR_Oil Leaks_rn_mean",258171.186205762
"1157",0.45,"Turbine, Runner","rn_IR_Mean_Impact_Cost",45,0.45,"IR_Oil Leaks_rn_mean",316357.629287728
"1158",0.46,"Turbine, Runner","rn_IR_Mean_Impact_Cost",46,0.46,"IR_Oil Leaks_rn_mean",358657.462796284
"1159",0.47,"Turbine, Runner","rn_IR_Mean_Impact_Cost",47,0.47,"IR_Oil Leaks_rn_mean",386263.430259934
"1160",0.48,"Turbine, Runner","rn_IR_Mean_Impact_Cost",48,0.48,"IR_Oil Leaks_rn_mean",414994.920358441
"1161",0.49,"Turbine, Runner","rn_IR_Mean_Impact_Cost",49,0.49,"IR_Oil Leaks_rn_mean",500976.084733292
"1162",0.5,"Turbine, Runner","rn_IR_Mean_Impact_Cost",50,0.5,"IR_Oil Leaks_rn_mean",552861.785205791
"1163",0.51,"Turbine, Runner","rn_IR_Mean_Impact_Cost",51,0.51,"IR_Oil Leaks_rn_mean",597478.916527806
"1164",0.52,"Turbine, Runner","rn_IR_Mean_Impact_Cost",52,0.52,"IR_Oil Leaks_rn_mean",674752.663072908
"1165",0.53,"Turbine, Runner","rn_IR_Mean_Impact_Cost",53,0.53,"IR_Oil Leaks_rn_mean",788952.03014157
"1166",0.54,"Turbine, Runner","rn_IR_Mean_Impact_Cost",54,0.54,"IR_Oil Leaks_rn_mean",853693.022242416
"1167",0.55,"Turbine, Runner","rn_IR_Mean_Impact_Cost",55,0.55,"IR_Oil Leaks_rn_mean",929857.453086527
"1168",0.56,"Turbine, Runner","rn_IR_Mean_Impact_Cost",56,0.56,"IR_Oil Leaks_rn_mean",985074.651961001
"1169",0.57,"Turbine, Runner","rn_IR_Mean_Impact_Cost",57,0.57,"IR_Oil Leaks_rn_mean",1184730.36368939
"1170",0.58,"Turbine, Runner","rn_IR_Mean_Impact_Cost",58,0.58,"IR_Oil Leaks_rn_mean",1279550.24368595
"1171",0.59,"Turbine, Runner","rn_IR_Mean_Impact_Cost",59,0.59,"IR_Oil Leaks_rn_mean",1349428.34900612
"1172",0.6,"Turbine, Runner","rn_IR_Mean_Impact_Cost",60,0.6,"IR_Oil Leaks_rn_mean",1516260.88575007
"1173",0.61,"Turbine, Runner","rn_IR_Mean_Impact_Cost",61,0.61,"IR_Oil Leaks_rn_mean",1644970.75449822
"1174",0.62,"Turbine, Runner","rn_IR_Mean_Impact_Cost",62,0.62,"IR_Oil Leaks_rn_mean",1720697.71456462
"1175",0.63,"Turbine, Runner","rn_IR_Mean_Impact_Cost",63,0.63,"IR_Oil Leaks_rn_mean",1880954.54555883
"1176",0.64,"Turbine, Runner","rn_IR_Mean_Impact_Cost",64,0.64,"IR_Oil Leaks_rn_mean",2007973.26945743
"1177",0.65,"Turbine, Runner","rn_IR_Mean_Impact_Cost",65,0.65,"IR_Oil Leaks_rn_mean",2217813.72732914
"1178",0.66,"Turbine, Runner","rn_IR_Mean_Impact_Cost",66,0.66,"IR_Oil Leaks_rn_mean",2363263.89039636
"1179",0.67,"Turbine, Runner","rn_IR_Mean_Impact_Cost",67,0.67,"IR_Oil Leaks_rn_mean",2557400.55750149
"1180",0.68,"Turbine, Runner","rn_IR_Mean_Impact_Cost",68,0.68,"IR_Oil Leaks_rn_mean",2742819.56455168
"1181",0.69,"Turbine, Runner","rn_IR_Mean_Impact_Cost",69,0.69,"IR_Oil Leaks_rn_mean",3196685.58983566
"1182",0.7,"Turbine, Runner","rn_IR_Mean_Impact_Cost",70,0.7,"IR_Oil Leaks_rn_mean",3339560.78622466
"1183",0.71,"Turbine, Runner","rn_IR_Mean_Impact_Cost",71,0.71,"IR_Oil Leaks_rn_mean",3645063.19544028
"1184",0.72,"Turbine, Runner","rn_IR_Mean_Impact_Cost",72,0.72,"IR_Oil Leaks_rn_mean",3852184.23238736
"1185",0.73,"Turbine, Runner","rn_IR_Mean_Impact_Cost",73,0.73,"IR_Oil Leaks_rn_mean",4048650.01192238
"1186",0.74,"Turbine, Runner","rn_IR_Mean_Impact_Cost",74,0.74,"IR_Oil Leaks_rn_mean",4374725.81194214
"1187",0.75,"Turbine, Runner","rn_IR_Mean_Impact_Cost",75,0.75,"IR_Oil Leaks_rn_mean",4699595.15879212
"1188",0.76,"Turbine, Runner","rn_IR_Mean_Impact_Cost",76,0.76,"IR_Oil Leaks_rn_mean",4907715.02269276
"1189",0.77,"Turbine, Runner","rn_IR_Mean_Impact_Cost",77,0.77,"IR_Oil Leaks_rn_mean",5153449.81480898
"1190",0.78,"Turbine, Runner","rn_IR_Mean_Impact_Cost",78,0.78,"IR_Oil Leaks_rn_mean",5520852.6706331
"1191",0.79,"Turbine, Runner","rn_IR_Mean_Impact_Cost",79,0.79,"IR_Oil Leaks_rn_mean",6258495.89835106
"1192",0.8,"Turbine, Runner","rn_IR_Mean_Impact_Cost",80,0.8,"IR_Oil Leaks_rn_mean",6953738.70716427
"1193",0.81,"Turbine, Runner","rn_IR_Mean_Impact_Cost",81,0.81,"IR_Oil Leaks_rn_mean",7167671.87585031
"1194",0.82,"Turbine, Runner","rn_IR_Mean_Impact_Cost",82,0.82,"IR_Oil Leaks_rn_mean",7424338.91540536
"1195",0.83,"Turbine, Runner","rn_IR_Mean_Impact_Cost",83,0.83,"IR_Oil Leaks_rn_mean",8044791.12101579
"1196",0.84,"Turbine, Runner","rn_IR_Mean_Impact_Cost",84,0.84,"IR_Oil Leaks_rn_mean",8336726.03693906
"1197",0.85,"Turbine, Runner","rn_IR_Mean_Impact_Cost",85,0.85,"IR_Oil Leaks_rn_mean",8648630.60154923
"1198",0.86,"Turbine, Runner","rn_IR_Mean_Impact_Cost",86,0.86,"IR_Oil Leaks_rn_mean",9076820.54502881
"1199",0.87,"Turbine, Runner","rn_IR_Mean_Impact_Cost",87,0.87,"IR_Oil Leaks_rn_mean",9577325.09289799
"1200",0.88,"Turbine, Runner","rn_IR_Mean_Impact_Cost",88,0.88,"IR_Oil Leaks_rn_mean",9992104.81927297
"1201",0.89,"Turbine, Runner","rn_IR_Mean_Impact_Cost",89,0.89,"IR_Oil Leaks_rn_mean",11073424.0669646
"1202",0.9,"Turbine, Runner","rn_IR_Mean_Impact_Cost",90,0.9,"IR_Oil Leaks_rn_mean",12183414.6200189
"1203",0.91,"Turbine, Runner","rn_IR_Mean_Impact_Cost",91,0.91,"IR_Oil Leaks_rn_mean",12526346.6222083
"1204",0.92,"Turbine, Runner","rn_IR_Mean_Impact_Cost",92,0.92,"IR_Oil Leaks_rn_mean",12975208.538125
"1205",0.93,"Turbine, Runner","rn_IR_Mean_Impact_Cost",93,0.93,"IR_Oil Leaks_rn_mean",13265901.5548094
"1206",0.94,"Turbine, Runner","rn_IR_Mean_Impact_Cost",94,0.94,"IR_Oil Leaks_rn_mean",13848476.722585
"1207",0.95,"Turbine, Runner","rn_IR_Mean_Impact_Cost",95,0.95,"IR_Oil Leaks_rn_mean",14205503.4120436
"1208",0.96,"Turbine, Runner","rn_IR_Mean_Impact_Cost",96,0.96,"IR_Oil Leaks_rn_mean",15372365.8022019
"1209",0.97,"Turbine, Runner","rn_IR_Mean_Impact_Cost",97,0.97,"IR_Oil Leaks_rn_mean",17784817.1570616
"1210",0.98,"Turbine, Runner","rn_IR_Mean_Impact_Cost",98,0.98,"IR_Oil Leaks_rn_mean",25867058.4775893
"1211",0.99,"Turbine, Runner","rn_IR_Mean_Impact_Cost",99,0.99,"IR_Oil Leaks_rn_mean",28543571.5180833
"1212",1,"Turbine, Runner","rn_IR_Mean_Impact_Cost",100,1,"IR_Oil Leaks_rn_mean",32337217.6285306
"1213",0,"Turbine, Runner","rn_IR_Mean_Impact_Cost",0,0,"IR_Plugged_rn_mean",5.23696149034552
"1214",0.01,"Turbine, Runner","rn_IR_Mean_Impact_Cost",1,0.01,"IR_Plugged_rn_mean",47.3163730400177
"1215",0.02,"Turbine, Runner","rn_IR_Mean_Impact_Cost",2,0.02,"IR_Plugged_rn_mean",165.263022259529
"1216",0.03,"Turbine, Runner","rn_IR_Mean_Impact_Cost",3,0.03,"IR_Plugged_rn_mean",505.216044494232
"1217",0.04,"Turbine, Runner","rn_IR_Mean_Impact_Cost",4,0.04,"IR_Plugged_rn_mean",1006.98520917558
"1218",0.05,"Turbine, Runner","rn_IR_Mean_Impact_Cost",5,0.05,"IR_Plugged_rn_mean",1889.73202094387
"1219",0.06,"Turbine, Runner","rn_IR_Mean_Impact_Cost",6,0.06,"IR_Plugged_rn_mean",3047.42668606107
"1220",0.07,"Turbine, Runner","rn_IR_Mean_Impact_Cost",7,0.07,"IR_Plugged_rn_mean",5079.16776449993
"1221",0.08,"Turbine, Runner","rn_IR_Mean_Impact_Cost",8,0.08,"IR_Plugged_rn_mean",9021.84121507978
"1222",0.09,"Turbine, Runner","rn_IR_Mean_Impact_Cost",9,0.09,"IR_Plugged_rn_mean",12607.7499533708
"1223",0.1,"Turbine, Runner","rn_IR_Mean_Impact_Cost",10,0.1,"IR_Plugged_rn_mean",17320.2733651013
"1224",0.11,"Turbine, Runner","rn_IR_Mean_Impact_Cost",11,0.11,"IR_Plugged_rn_mean",22710.3912770005
"1225",0.12,"Turbine, Runner","rn_IR_Mean_Impact_Cost",12,0.12,"IR_Plugged_rn_mean",37349.6302258238
"1226",0.13,"Turbine, Runner","rn_IR_Mean_Impact_Cost",13,0.13,"IR_Plugged_rn_mean",49249.7965680508
"1227",0.14,"Turbine, Runner","rn_IR_Mean_Impact_Cost",14,0.14,"IR_Plugged_rn_mean",66964.9490707047
"1228",0.15,"Turbine, Runner","rn_IR_Mean_Impact_Cost",15,0.15,"IR_Plugged_rn_mean",84693.5051042664
"1229",0.16,"Turbine, Runner","rn_IR_Mean_Impact_Cost",16,0.16,"IR_Plugged_rn_mean",137341.313204557
"1230",0.17,"Turbine, Runner","rn_IR_Mean_Impact_Cost",17,0.17,"IR_Plugged_rn_mean",172026.653133142
"1231",0.18,"Turbine, Runner","rn_IR_Mean_Impact_Cost",18,0.18,"IR_Plugged_rn_mean",209687.165514828
"1232",0.19,"Turbine, Runner","rn_IR_Mean_Impact_Cost",19,0.19,"IR_Plugged_rn_mean",271370.440845389
"1233",0.2,"Turbine, Runner","rn_IR_Mean_Impact_Cost",20,0.2,"IR_Plugged_rn_mean",320170.542340932
"1234",0.21,"Turbine, Runner","rn_IR_Mean_Impact_Cost",21,0.21,"IR_Plugged_rn_mean",436279.532000323
"1235",0.22,"Turbine, Runner","rn_IR_Mean_Impact_Cost",22,0.22,"IR_Plugged_rn_mean",512216.339889631
"1236",0.23,"Turbine, Runner","rn_IR_Mean_Impact_Cost",23,0.23,"IR_Plugged_rn_mean",597713.683959929
"1237",0.24,"Turbine, Runner","rn_IR_Mean_Impact_Cost",24,0.24,"IR_Plugged_rn_mean",675117.336495325
"1238",0.25,"Turbine, Runner","rn_IR_Mean_Impact_Cost",25,0.25,"IR_Plugged_rn_mean",794842.727659118
"1239",0.26,"Turbine, Runner","rn_IR_Mean_Impact_Cost",26,0.26,"IR_Plugged_rn_mean",900782.995400638
"1240",0.27,"Turbine, Runner","rn_IR_Mean_Impact_Cost",27,0.27,"IR_Plugged_rn_mean",1004350.37953326
"1241",0.28,"Turbine, Runner","rn_IR_Mean_Impact_Cost",28,0.28,"IR_Plugged_rn_mean",1125083.48397457
"1242",0.29,"Turbine, Runner","rn_IR_Mean_Impact_Cost",29,0.29,"IR_Plugged_rn_mean",1277799.0960025
"1243",0.3,"Turbine, Runner","rn_IR_Mean_Impact_Cost",30,0.3,"IR_Plugged_rn_mean",1415487.14090077
"1244",0.31,"Turbine, Runner","rn_IR_Mean_Impact_Cost",31,0.31,"IR_Plugged_rn_mean",1594486.80141057
